gene_symbol	original_cell_type	method	cell_type
PEX14	Macrophages	xcell	Macrophage
PSMD10	Macrophages	xcell	Macrophage
PTPN12	Macrophages	xcell	Macrophage
PEX19	Macrophages	xcell	Macrophage
QDPR	Macrophages	xcell	Macrophage
RAB1A	Macrophages	xcell	Macrophage
RAB5C	Macrophages	xcell	Macrophage
RALA	Macrophages	xcell	Macrophage
RENBP	Macrophages	xcell	Macrophage
CLIP1	Macrophages	xcell	Macrophage
CCL18	Macrophages	xcell	Macrophage
SDHB	Macrophages	xcell	Macrophage
SRC	Macrophages	xcell	Macrophage
MLX	Macrophages	xcell	Macrophage
TRAF3	Macrophages	xcell	Macrophage
NSMAF	Macrophages	xcell	Macrophage
AGPS	Macrophages	xcell	Macrophage
SNX4	Macrophages	xcell	Macrophage
LONP1	Macrophages	xcell	Macrophage
GSTO1	Macrophages	xcell	Macrophage
BAG3	Macrophages	xcell	Macrophage
FEZ2	Macrophages	xcell	Macrophage
PDCD6IP	Macrophages	xcell	Macrophage
SNUPN	Macrophages	xcell	Macrophage
STAM2	Macrophages	xcell	Macrophage
IGSF6	Macrophages	xcell	Macrophage
ZMPSTE24	Macrophages	xcell	Macrophage
TMEM147	Macrophages	xcell	Macrophage
VTI1B	Macrophages	xcell	Macrophage
TGOLN2	Macrophages	xcell	Macrophage
SPIN1	Macrophages	xcell	Macrophage
EMILIN1	Macrophages	xcell	Macrophage
EFR3A	Macrophages	xcell	Macrophage
IBTK	Macrophages	xcell	Macrophage
NPTN	Macrophages	xcell	Macrophage
ATP2C1	Macrophages	xcell	Macrophage
CNIH4	Macrophages	xcell	Macrophage
GLRX2	Macrophages	xcell	Macrophage
DERA	Macrophages	xcell	Macrophage
NDUFAF1	Macrophages	xcell	Macrophage
HSD17B12	Macrophages	xcell	Macrophage
ZDHHC3	Macrophages	xcell	Macrophage
TNFRSF12A	Macrophages	xcell	Macrophage
ATP6V1D	Macrophages	xcell	Macrophage
TMBIM4	Macrophages	xcell	Macrophage
STYXL1	Macrophages	xcell	Macrophage
BTBD1	Macrophages	xcell	Macrophage
NUDT9	Macrophages	xcell	Macrophage
TMEM33	Macrophages	xcell	Macrophage
TMEM127	Macrophages	xcell	Macrophage
ACTR10	Macrophages	xcell	Macrophage
KCMF1	Macrophages	xcell	Macrophage
TULP4	Macrophages	xcell	Macrophage
RTN4	Macrophages	xcell	Macrophage
MKL2	Macrophages	xcell	Macrophage
KLHL12	Macrophages	xcell	Macrophage
NSUN3	Macrophages	xcell	Macrophage
ELOVL1	Macrophages	xcell	Macrophage
SLC30A5	Macrophages	xcell	Macrophage
MAPKAP1	Macrophages	xcell	Macrophage
TCEAL4	Macrophages	xcell	Macrophage
CHD9	Macrophages	xcell	Macrophage
TM2D1	Macrophages	xcell	Macrophage
G6PC3	Macrophages	xcell	Macrophage
TBC1D16	Macrophages	xcell	Macrophage
SEPT10	Macrophages	xcell	Macrophage
ZDHHC24	Macrophages	xcell	Macrophage
HCCS	Macrophages	xcell	Macrophage
USF2	Macrophages	xcell	Macrophage
CEPT1	Macrophages	xcell	Macrophage
TMEM115	Macrophages	xcell	Macrophage
TRAPPC3	Macrophages	xcell	Macrophage
SLC25A24	Macrophages	xcell	Macrophage
C7orf25	Macrophages	xcell	Macrophage
PANK3	Macrophages	xcell	Macrophage
SETD3	Macrophages	xcell	Macrophage
STX18	Macrophages	xcell	Macrophage
LDHAL6B	Macrophages	xcell	Macrophage
TSPO	Macrophages	xcell	Macrophage
HTT	Macrophages	xcell	Macrophage
MTHFR	Macrophages	xcell	Macrophage
PTPRA	Macrophages	xcell	Macrophage
RABGGTA	Macrophages	xcell	Macrophage
CPNE6	Macrophages	xcell	Macrophage
TTLL4	Macrophages	xcell	Macrophage
IL17RA	Macrophages	xcell	Macrophage
NRBP1	Macrophages	xcell	Macrophage
SH3GLB1	Macrophages	xcell	Macrophage
VPS53	Macrophages	xcell	Macrophage
MTMR14	Macrophages	xcell	Macrophage
MUL1	Macrophages	xcell	Macrophage
C12orf49	Macrophages	xcell	Macrophage
AMHR2	Mast cells	xcell	Mast cell
ANXA1	Mast cells	xcell	Mast cell
ANXA11	Mast cells	xcell	Mast cell
ATP6V1C1	Mast cells	xcell	Mast cell
BMPR1A	Mast cells	xcell	Mast cell
BTK	Mast cells	xcell	Mast cell
C3AR1	Mast cells	xcell	Mast cell
C8G	Mast cells	xcell	Mast cell
CASP10	Mast cells	xcell	Mast cell
CD22	Mast cells	xcell	Mast cell
CD33	Mast cells	xcell	Mast cell
SIGLEC6	Mast cells	xcell	Mast cell
CMA1	Mast cells	xcell	Mast cell
CPA3	Mast cells	xcell	Mast cell
CTSG	Mast cells	xcell	Mast cell
DIAPH1	Mast cells	xcell	Mast cell
DR1	Mast cells	xcell	Mast cell
MS4A2	Mast cells	xcell	Mast cell
GATA1	Mast cells	xcell	Mast cell
HDC	Mast cells	xcell	Mast cell
IL5	Mast cells	xcell	Mast cell
IL5RA	Mast cells	xcell	Mast cell
ITGA2B	Mast cells	xcell	Mast cell
KCNJ5	Mast cells	xcell	Mast cell
KRT1	Mast cells	xcell	Mast cell
LCP2	Mast cells	xcell	Mast cell
LTC4S	Mast cells	xcell	Mast cell
LYL1	Mast cells	xcell	Mast cell
MTR	Mast cells	xcell	Mast cell
NTRK1	Mast cells	xcell	Mast cell
OSBP	Mast cells	xcell	Mast cell
P2RX1	Mast cells	xcell	Mast cell
PAK2	Mast cells	xcell	Mast cell
PDE4A	Mast cells	xcell	Mast cell
PIK3R2	Mast cells	xcell	Mast cell
POLR2A	Mast cells	xcell	Mast cell
PPP3R1	Mast cells	xcell	Mast cell
PRG2	Mast cells	xcell	Mast cell
PRKAR1A	Mast cells	xcell	Mast cell
PTGDR	Mast cells	xcell	Mast cell
PTGER3	Mast cells	xcell	Mast cell
RAD23B	Mast cells	xcell	Mast cell
RENBP	Mast cells	xcell	Mast cell
RGS13	Mast cells	xcell	Mast cell
RXRB	Mast cells	xcell	Mast cell
SLC18A2	Mast cells	xcell	Mast cell
SNRNP70	Mast cells	xcell	Mast cell
SOS2	Mast cells	xcell	Mast cell
SYPL1	Mast cells	xcell	Mast cell
TADA2A	Mast cells	xcell	Mast cell
MAP3K7	Mast cells	xcell	Mast cell
TAL1	Mast cells	xcell	Mast cell
TEC	Mast cells	xcell	Mast cell
TPSAB1	Mast cells	xcell	Mast cell
RNF103	Mast cells	xcell	Mast cell
ZNF212	Mast cells	xcell	Mast cell
STAM	Mast cells	xcell	Mast cell
NDST2	Mast cells	xcell	Mast cell
AGPS	Mast cells	xcell	Mast cell
PABPC4	Mast cells	xcell	Mast cell
RGS11	Mast cells	xcell	Mast cell
CD84	Mast cells	xcell	Mast cell
CDC16	Mast cells	xcell	Mast cell
USP10	Mast cells	xcell	Mast cell
ZMYM4	Mast cells	xcell	Mast cell
WDR46	Mast cells	xcell	Mast cell
ZNF264	Mast cells	xcell	Mast cell
CTR9	Mast cells	xcell	Mast cell
DEPDC5	Mast cells	xcell	Mast cell
LRIG2	Mast cells	xcell	Mast cell
THRAP3	Mast cells	xcell	Mast cell
SNUPN	Mast cells	xcell	Mast cell
KLRG1	Mast cells	xcell	Mast cell
BAIAP2	Mast cells	xcell	Mast cell
HSPH1	Mast cells	xcell	Mast cell
SERINC3	Mast cells	xcell	Mast cell
IFT27	Mast cells	xcell	Mast cell
ATXN2L	Mast cells	xcell	Mast cell
U2AF2	Mast cells	xcell	Mast cell
ZBTB1	Mast cells	xcell	Mast cell
BAHD1	Mast cells	xcell	Mast cell
TRIM32	Mast cells	xcell	Mast cell
FAM120A	Mast cells	xcell	Mast cell
DNAJC13	Mast cells	xcell	Mast cell
ESYT1	Mast cells	xcell	Mast cell
ARHGEF12	Mast cells	xcell	Mast cell
ATXN10	Mast cells	xcell	Mast cell
UPF2	Mast cells	xcell	Mast cell
SPAG8	Mast cells	xcell	Mast cell
STAP1	Mast cells	xcell	Mast cell
HIBCH	Mast cells	xcell	Mast cell
SIGLEC7	Mast cells	xcell	Mast cell
SNX5	Mast cells	xcell	Mast cell
SIGLEC8	Mast cells	xcell	Mast cell
HPGDS	Mast cells	xcell	Mast cell
REM1	Mast cells	xcell	Mast cell
MRPS28	Mast cells	xcell	Mast cell
CPSF1	Mast cells	xcell	Mast cell
BET1L	Mast cells	xcell	Mast cell
ZBTB7A	Mast cells	xcell	Mast cell
NBAS	Mast cells	xcell	Mast cell
LAX1	Mast cells	xcell	Mast cell
DNAJC28	Mast cells	xcell	Mast cell
AGGF1	Mast cells	xcell	Mast cell
BTBD7	Mast cells	xcell	Mast cell
TTC17	Mast cells	xcell	Mast cell
CENPJ	Mast cells	xcell	Mast cell
ZNF471	Mast cells	xcell	Mast cell
CTDSP1	Mast cells	xcell	Mast cell
HRH4	Mast cells	xcell	Mast cell
ACBD3	Mast cells	xcell	Mast cell
DCLRE1B	Mast cells	xcell	Mast cell
ZNF426	Mast cells	xcell	Mast cell
MBOAT7	Mast cells	xcell	Mast cell
ZMYM1	Mast cells	xcell	Mast cell
FBXO11	Mast cells	xcell	Mast cell
CHD9	Mast cells	xcell	Mast cell
ZKSCAN3	Mast cells	xcell	Mast cell
C6orf25	Mast cells	xcell	Mast cell
FBXO38	Mast cells	xcell	Mast cell
MAGT1	Mast cells	xcell	Mast cell
USP48	Mast cells	xcell	Mast cell
OSBPL9	Mast cells	xcell	Mast cell
ZNF549	Mast cells	xcell	Mast cell
TIPRL	Mast cells	xcell	Mast cell
ARHGAP6	Megakaryocytes	xcell	NA
GP1BA	Megakaryocytes	xcell	NA
HTR2A	Megakaryocytes	xcell	NA
MPL	Megakaryocytes	xcell	NA
PF4V1	Megakaryocytes	xcell	NA
SELP	Megakaryocytes	xcell	NA
GP6	Megakaryocytes	xcell	NA
CLEC1B	Megakaryocytes	xcell	NA
RUFY1	Megakaryocytes	xcell	NA
ANXA3	Megakaryocytes	xcell	NA
NCKAP1	Megakaryocytes	xcell	NA
TUBB1	Megakaryocytes	xcell	NA
LRP2BP	Megakaryocytes	xcell	NA
HBD	Megakaryocytes	xcell	NA
VWF	Megakaryocytes	xcell	NA
KALRN	Megakaryocytes	xcell	NA
RGS6	Megakaryocytes	xcell	NA
CA8	Melanocytes	xcell	NA
MLANA	Melanocytes	xcell	NA
GJA3	Melanocytes	xcell	NA
OCA2	Melanocytes	xcell	NA
S100B	Melanocytes	xcell	NA
SOX10	Melanocytes	xcell	NA
GPR137B	Melanocytes	xcell	NA
TYR	Melanocytes	xcell	NA
KCNAB2	Melanocytes	xcell	NA
PIR	Melanocytes	xcell	NA
FARP2	Melanocytes	xcell	NA
KCNE4	Melanocytes	xcell	NA
QPCT	Melanocytes	xcell	NA
SLC45A2	Melanocytes	xcell	NA
TBC1D16	Melanocytes	xcell	NA
CDH3	Melanocytes	xcell	NA
MMP17	Melanocytes	xcell	NA
CLEC11A	Melanocytes	xcell	NA
TYRP1	Melanocytes	xcell	NA
TNFRSF14	Melanocytes	xcell	NA
WIPI1	Melanocytes	xcell	NA
MCOLN1	Melanocytes	xcell	NA
WFDC1	Melanocytes	xcell	NA
APH1B	Melanocytes	xcell	NA
UAP1L1	Melanocytes	xcell	NA
CBR3	Melanocytes	xcell	NA
NOV	Melanocytes	xcell	NA
DCT	Melanocytes	xcell	NA
TRPM1	Melanocytes	xcell	NA
SLC16A6	Melanocytes	xcell	NA
PLXNC1	Melanocytes	xcell	NA
ACACB	Melanocytes	xcell	NA
ACP5	Melanocytes	xcell	NA
ASPA	Melanocytes	xcell	NA
BCL2A1	Melanocytes	xcell	NA
CEACAM1	Melanocytes	xcell	NA
CAPN3	Melanocytes	xcell	NA
RUNX3	Melanocytes	xcell	NA
CDK2	Melanocytes	xcell	NA
LYST	Melanocytes	xcell	NA
CLCN5	Melanocytes	xcell	NA
ABCC2	Melanocytes	xcell	NA
CYP27A1	Melanocytes	xcell	NA
DAB2	Melanocytes	xcell	NA
EDNRB	Melanocytes	xcell	NA
ERBB3	Melanocytes	xcell	NA
ESR2	Melanocytes	xcell	NA
IFI6	Melanocytes	xcell	NA
GCNT2	Melanocytes	xcell	NA
GJB1	Melanocytes	xcell	NA
GK	Melanocytes	xcell	NA
GMPR	Melanocytes	xcell	NA
GNAL	Melanocytes	xcell	NA
HLA-DRA	Melanocytes	xcell	NA
HLA-DRB1	Melanocytes	xcell	NA
HLA-F	Melanocytes	xcell	NA
IFI16	Melanocytes	xcell	NA
IFI27	Melanocytes	xcell	NA
IFI35	Melanocytes	xcell	NA
SP110	Melanocytes	xcell	NA
IFIT2	Melanocytes	xcell	NA
IFIT1	Melanocytes	xcell	NA
IFIT3	Melanocytes	xcell	NA
IRF4	Melanocytes	xcell	NA
ISG20	Melanocytes	xcell	NA
ITGB8	Melanocytes	xcell	NA
ITPKB	Melanocytes	xcell	NA
KCNJ13	Melanocytes	xcell	NA
KIT	Melanocytes	xcell	NA
L1CAM	Melanocytes	xcell	NA
MBP	Melanocytes	xcell	NA
MITF	Melanocytes	xcell	NA
MMP8	Melanocytes	xcell	NA
MX1	Melanocytes	xcell	NA
MX2	Melanocytes	xcell	NA
MYO5A	Melanocytes	xcell	NA
GPR143	Melanocytes	xcell	NA
OAS1	Melanocytes	xcell	NA
OAS2	Melanocytes	xcell	NA
PAEP	Melanocytes	xcell	NA
PAX3	Melanocytes	xcell	NA
PDE3A	Melanocytes	xcell	NA
PDE3B	Melanocytes	xcell	NA
PDE4B	Melanocytes	xcell	NA
PLP1	Melanocytes	xcell	NA
PLSCR1	Melanocytes	xcell	NA
PROS1	Melanocytes	xcell	NA
RAB27A	Melanocytes	xcell	NA
SGK1	Melanocytes	xcell	NA
SLC1A4	Melanocytes	xcell	NA
STAT1	Melanocytes	xcell	NA
TAP1	Melanocytes	xcell	NA
TCN1	Melanocytes	xcell	NA
TLR1	Melanocytes	xcell	NA
UBA7	Melanocytes	xcell	NA
WARS	Melanocytes	xcell	NA
ALX1	Melanocytes	xcell	NA
GAS7	Melanocytes	xcell	NA
OASL	Melanocytes	xcell	NA
INPP4B	Melanocytes	xcell	NA
GYG2	Melanocytes	xcell	NA
KYNU	Melanocytes	xcell	NA
ITM2A	Melanocytes	xcell	NA
SOX13	Melanocytes	xcell	NA
AATK	Melanocytes	xcell	NA
ISG15	Melanocytes	xcell	NA
GREB1	Melanocytes	xcell	NA
ZFYVE16	Melanocytes	xcell	NA
RNF144A	Melanocytes	xcell	NA
ZEB2	Melanocytes	xcell	NA
XYLB	Melanocytes	xcell	NA
HMG20B	Melanocytes	xcell	NA
TESK2	Melanocytes	xcell	NA
GPNMB	Melanocytes	xcell	NA
IFI44	Melanocytes	xcell	NA
IQGAP2	Melanocytes	xcell	NA
IFI44L	Melanocytes	xcell	NA
LZTS1	Melanocytes	xcell	NA
NLGN1	Melanocytes	xcell	NA
ATP10B	Melanocytes	xcell	NA
ANKRD28	Melanocytes	xcell	NA
MCF2L	Melanocytes	xcell	NA
NEDD4L	Melanocytes	xcell	NA
TDRD7	Melanocytes	xcell	NA
DAAM2	Melanocytes	xcell	NA
DDX58	Melanocytes	xcell	NA
CA14	Melanocytes	xcell	NA
SLC7A11	Melanocytes	xcell	NA
PRKD3	Melanocytes	xcell	NA
IFIT5	Melanocytes	xcell	NA
SLC39A6	Melanocytes	xcell	NA
GAPDHS	Melanocytes	xcell	NA
FOXD3	Melanocytes	xcell	NA
CDH19	Melanocytes	xcell	NA
OSTM1	Melanocytes	xcell	NA
SLC43A3	Melanocytes	xcell	NA
ATP6V0A4	Melanocytes	xcell	NA
CDON	Melanocytes	xcell	NA
PI15	Melanocytes	xcell	NA
LAP3	Melanocytes	xcell	NA
LEF1	Melanocytes	xcell	NA
HERC5	Melanocytes	xcell	NA
PLA1A	Melanocytes	xcell	NA
TRPV2	Melanocytes	xcell	NA
C21orf91	Melanocytes	xcell	NA
PLEKHA5	Melanocytes	xcell	NA
XAF1	Melanocytes	xcell	NA
BNC2	Melanocytes	xcell	NA
SAMD9	Melanocytes	xcell	NA
HERC6	Melanocytes	xcell	NA
MOCOS	Melanocytes	xcell	NA
TMEM140	Melanocytes	xcell	NA
MCOLN3	Melanocytes	xcell	NA
DDX60	Melanocytes	xcell	NA
DOCK10	Melanocytes	xcell	NA
BIN3	Melanocytes	xcell	NA
CYSLTR2	Melanocytes	xcell	NA
SEMA6A	Melanocytes	xcell	NA
AVPI1	Melanocytes	xcell	NA
RTP4	Melanocytes	xcell	NA
IFIH1	Melanocytes	xcell	NA
RAB17	Melanocytes	xcell	NA
GNPTAB	Melanocytes	xcell	NA
TMPRSS5	Melanocytes	xcell	NA
ARHGAP24	Melanocytes	xcell	NA
RSAD2	Melanocytes	xcell	NA
ASB9	Melanocytes	xcell	NA
PRUNE2	Melanocytes	xcell	NA
PHACTR1	Melanocytes	xcell	NA
ZNF749	Melanocytes	xcell	NA
ABL2	Melanocytes	xcell	NA
APOD	Melanocytes	xcell	NA
CD36	Melanocytes	xcell	NA
CLCN7	Melanocytes	xcell	NA
CTSK	Melanocytes	xcell	NA
NQO1	Melanocytes	xcell	NA
ETV5	Melanocytes	xcell	NA
ACSL3	Melanocytes	xcell	NA
HLA-DPA1	Melanocytes	xcell	NA
IRF7	Melanocytes	xcell	NA
LGALS3	Melanocytes	xcell	NA
MME	Melanocytes	xcell	NA
PDE4D	Melanocytes	xcell	NA
PDK4	Melanocytes	xcell	NA
PRKCE	Melanocytes	xcell	NA
SLC12A2	Melanocytes	xcell	NA
SP100	Melanocytes	xcell	NA
STAT5A	Melanocytes	xcell	NA
STX3	Melanocytes	xcell	NA
TBX2	Melanocytes	xcell	NA
VGF	Melanocytes	xcell	NA
SORBS2	Melanocytes	xcell	NA
PPFIBP2	Melanocytes	xcell	NA
IFITM1	Melanocytes	xcell	NA
UBE2L6	Melanocytes	xcell	NA
TRIM14	Melanocytes	xcell	NA
NAMPT	Melanocytes	xcell	NA
SLC27A3	Melanocytes	xcell	NA
CIT	Melanocytes	xcell	NA
IRAK3	Melanocytes	xcell	NA
PDZRN3	Melanocytes	xcell	NA
ZFYVE26	Melanocytes	xcell	NA
SAMHD1	Melanocytes	xcell	NA
TRIB2	Melanocytes	xcell	NA
SPATA6	Melanocytes	xcell	NA
EGLN1	Melanocytes	xcell	NA
RPP25	Melanocytes	xcell	NA
BCAN	Melanocytes	xcell	NA
POPDC3	Melanocytes	xcell	NA
APOL6	Melanocytes	xcell	NA
APOLD1	Melanocytes	xcell	NA
PYHIN1	Melanocytes	xcell	NA
ACRV1	Memory B-cells	xcell	NA
ADCY2	Memory B-cells	xcell	NA
AQP8	Memory B-cells	xcell	NA
ART1	Memory B-cells	xcell	NA
TNFRSF17	Memory B-cells	xcell	NA
BLK	Memory B-cells	xcell	NA
C4BPA	Memory B-cells	xcell	NA
S100G	Memory B-cells	xcell	NA
CASQ2	Memory B-cells	xcell	NA
CD1C	Memory B-cells	xcell	NA
CD19	Memory B-cells	xcell	NA
MS4A1	Memory B-cells	xcell	NA
CD22	Memory B-cells	xcell	NA
SIGLEC6	Memory B-cells	xcell	NA
CD37	Memory B-cells	xcell	NA
CD72	Memory B-cells	xcell	NA
CD79A	Memory B-cells	xcell	NA
CD79B	Memory B-cells	xcell	NA
CETP	Memory B-cells	xcell	NA
CHRM2	Memory B-cells	xcell	NA
CHRNA2	Memory B-cells	xcell	NA
CCR6	Memory B-cells	xcell	NA
CNR2	Memory B-cells	xcell	NA
COX6A2	Memory B-cells	xcell	NA
CPA2	Memory B-cells	xcell	NA
CPB1	Memory B-cells	xcell	NA
CSN1S1	Memory B-cells	xcell	NA
NCAN	Memory B-cells	xcell	NA
CYLC2	Memory B-cells	xcell	NA
CYP2A7	Memory B-cells	xcell	NA
CYP2C19	Memory B-cells	xcell	NA
DCC	Memory B-cells	xcell	NA
DPP6	Memory B-cells	xcell	NA
DSP	Memory B-cells	xcell	NA
FMO1	Memory B-cells	xcell	NA
FSHR	Memory B-cells	xcell	NA
GABRA4	Memory B-cells	xcell	NA
GAD2	Memory B-cells	xcell	NA
GK2	Memory B-cells	xcell	NA
GNAT2	Memory B-cells	xcell	NA
GNRHR	Memory B-cells	xcell	NA
GPX5	Memory B-cells	xcell	NA
GRIN2B	Memory B-cells	xcell	NA
GRM6	Memory B-cells	xcell	NA
HCRTR2	Memory B-cells	xcell	NA
HLA-DPB1	Memory B-cells	xcell	NA
HSD3B2	Memory B-cells	xcell	NA
HTN3	Memory B-cells	xcell	NA
INHBC	Memory B-cells	xcell	NA
KCNA5	Memory B-cells	xcell	NA
KCNJ10	Memory B-cells	xcell	NA
KIF5A	Memory B-cells	xcell	NA
KRT2	Memory B-cells	xcell	NA
LECT2	Memory B-cells	xcell	NA
CD180	Memory B-cells	xcell	NA
MBL2	Memory B-cells	xcell	NA
MC4R	Memory B-cells	xcell	NA
MEFV	Memory B-cells	xcell	NA
MEP1B	Memory B-cells	xcell	NA
MAP3K9	Memory B-cells	xcell	NA
NPY5R	Memory B-cells	xcell	NA
NTRK3	Memory B-cells	xcell	NA
OTC	Memory B-cells	xcell	NA
PAX5	Memory B-cells	xcell	NA
SERPINA4	Memory B-cells	xcell	NA
PLIN1	Memory B-cells	xcell	NA
PNOC	Memory B-cells	xcell	NA
PNLIPRP1	Memory B-cells	xcell	NA
POU4F2	Memory B-cells	xcell	NA
PRKCB	Memory B-cells	xcell	NA
PTH1R	Memory B-cells	xcell	NA
PRPH2	Memory B-cells	xcell	NA
SELP	Memory B-cells	xcell	NA
SLC12A3	Memory B-cells	xcell	NA
SLC17A1	Memory B-cells	xcell	NA
SLN	Memory B-cells	xcell	NA
SPIB	Memory B-cells	xcell	NA
SYN2	Memory B-cells	xcell	NA
SYPL1	Memory B-cells	xcell	NA
TSHB	Memory B-cells	xcell	NA
WNT2	Memory B-cells	xcell	NA
ZIC3	Memory B-cells	xcell	NA
NPHS2	Memory B-cells	xcell	NA
UNC5C	Memory B-cells	xcell	NA
ADAM20	Memory B-cells	xcell	NA
PROZ	Memory B-cells	xcell	NA
BAIAP3	Memory B-cells	xcell	NA
KALRN	Memory B-cells	xcell	NA
KRT75	Memory B-cells	xcell	NA
CER1	Memory B-cells	xcell	NA
TMPRSS11D	Memory B-cells	xcell	NA
LY86	Memory B-cells	xcell	NA
KIAA0125	Memory B-cells	xcell	NA
AP1M2	Memory B-cells	xcell	NA
SSX3	Memory B-cells	xcell	NA
GLYAT	Memory B-cells	xcell	NA
DSCR4	Memory B-cells	xcell	NA
COLEC10	Memory B-cells	xcell	NA
RRH	Memory B-cells	xcell	NA
CCR9	Memory B-cells	xcell	NA
CD3EAP	Memory B-cells	xcell	NA
ADAM30	Memory B-cells	xcell	NA
SP140	Memory B-cells	xcell	NA
GGA2	Memory B-cells	xcell	NA
HECW1	Memory B-cells	xcell	NA
CRB1	Memory B-cells	xcell	NA
TNFRSF13B	Memory B-cells	xcell	NA
CHST5	Memory B-cells	xcell	NA
AIPL1	Memory B-cells	xcell	NA
SLC24A2	Memory B-cells	xcell	NA
STAP1	Memory B-cells	xcell	NA
CLDN17	Memory B-cells	xcell	NA
TSPAN13	Memory B-cells	xcell	NA
VPREB3	Memory B-cells	xcell	NA
FSCN3	Memory B-cells	xcell	NA
TAS2R14	Memory B-cells	xcell	NA
WNT16	Memory B-cells	xcell	NA
SLCO1C1	Memory B-cells	xcell	NA
DDX4	Memory B-cells	xcell	NA
ULK4	Memory B-cells	xcell	NA
QRSL1	Memory B-cells	xcell	NA
GPRC5D	Memory B-cells	xcell	NA
SLC30A10	Memory B-cells	xcell	NA
SLC17A7	Memory B-cells	xcell	NA
PGLYRP4	Memory B-cells	xcell	NA
VN1R1	Memory B-cells	xcell	NA
HRH4	Memory B-cells	xcell	NA
SLC5A7	Memory B-cells	xcell	NA
CHP2	Memory B-cells	xcell	NA
MS4A5	Memory B-cells	xcell	NA
ZNF747	Memory B-cells	xcell	NA
FCRL2	Memory B-cells	xcell	NA
RIC3	Memory B-cells	xcell	NA
TCTN2	Memory B-cells	xcell	NA
TRPM3	Memory B-cells	xcell	NA
MOGAT2	Memory B-cells	xcell	NA
ADAMTS12	Memory B-cells	xcell	NA
OBSCN	Memory B-cells	xcell	NA
MYOZ3	Memory B-cells	xcell	NA
ZNF548	Memory B-cells	xcell	NA
KHDRBS2	Memory B-cells	xcell	NA
SHISA6	Memory B-cells	xcell	NA
FMO6P	Memory B-cells	xcell	NA
ANKRD34C	Memory B-cells	xcell	NA
CAPN3	Memory B-cells	xcell	NA
HNRNPL	Memory B-cells	xcell	NA
ADAM21	Memory B-cells	xcell	NA
SCRN1	Memory B-cells	xcell	NA
PIKFYVE	Memory B-cells	xcell	NA
ODC1	Memory B-cells	xcell	NA
MBD4	Memory B-cells	xcell	NA
FSCN2	Memory B-cells	xcell	NA
ZBTB32	Memory B-cells	xcell	NA
NT5C	Memory B-cells	xcell	NA
TRMT61A	Memory B-cells	xcell	NA
CXCR5	Memory B-cells	xcell	NA
HTR3A	Memory B-cells	xcell	NA
MGAT5	Memory B-cells	xcell	NA
RNGTT	Memory B-cells	xcell	NA
CXCL13	Memory B-cells	xcell	NA
MIOS	Memory B-cells	xcell	NA
AICDA	Memory B-cells	xcell	NA
AHCY	MEP	xcell	NA
CDK4	MEP	xcell	NA
CPA3	MEP	xcell	NA
CRHBP	MEP	xcell	NA
ERG	MEP	xcell	NA
GSTM5	MEP	xcell	NA
HDC	MEP	xcell	NA
EPCAM	MEP	xcell	NA
PRG2	MEP	xcell	NA
RYR3	MEP	xcell	NA
MINPP1	MEP	xcell	NA
PAICS	MEP	xcell	NA
HPGDS	MEP	xcell	NA
LAPTM4B	MEP	xcell	NA
POLE2	MEP	xcell	NA
TCEAL4	MEP	xcell	NA
BUB1B	MEP	xcell	NA
STIL	MEP	xcell	NA
KIAA0101	MEP	xcell	NA
SNX5	MEP	xcell	NA
MRPL15	MEP	xcell	NA
C11orf95	MEP	xcell	NA
FAM124B	MEP	xcell	NA
FXN	MEP	xcell	NA
GATA1	MEP	xcell	NA
HBD	MEP	xcell	NA
KEL	MEP	xcell	NA
MYL4	MEP	xcell	NA
PCCB	MEP	xcell	NA
PNMT	MEP	xcell	NA
RHAG	MEP	xcell	NA
SURF2	MEP	xcell	NA
TPSAB1	MEP	xcell	NA
UNG	MEP	xcell	NA
AIMP2	MEP	xcell	NA
CHAF1B	MEP	xcell	NA
RUVBL1	MEP	xcell	NA
NAT6	MEP	xcell	NA
ERAL1	MEP	xcell	NA
MRPS2	MEP	xcell	NA
CTNNBL1	MEP	xcell	NA
EXOSC5	MEP	xcell	NA
ACD	MEP	xcell	NA
DCTPP1	MEP	xcell	NA
MTG1	MEP	xcell	NA
FCER1A	MEP	xcell	NA
FMO1	MEP	xcell	NA
KRT1	MEP	xcell	NA
NTRK1	MEP	xcell	NA
IFRD2	MEP	xcell	NA
MRPL28	MEP	xcell	NA
TMED1	MEP	xcell	NA
FBXO7	MEP	xcell	NA
MECR	MEP	xcell	NA
DDX41	MEP	xcell	NA
C21orf59	MEP	xcell	NA
NOL12	MEP	xcell	NA
ATIC	MEP	xcell	NA
BCS1L	MEP	xcell	NA
CCT6A	MEP	xcell	NA
DDX1	MEP	xcell	NA
DDX10	MEP	xcell	NA
HNRNPAB	MEP	xcell	NA
ITGA2B	MEP	xcell	NA
PSMG1	MEP	xcell	NA
LDB1	MEP	xcell	NA
VAPA	MEP	xcell	NA
TXNL1	MEP	xcell	NA
KEAP1	MEP	xcell	NA
URB1	MEP	xcell	NA
LRPPRC	MEP	xcell	NA
TRAP1	MEP	xcell	NA
PRMT3	MEP	xcell	NA
NUDC	MEP	xcell	NA
FASTKD2	MEP	xcell	NA
PDCD11	MEP	xcell	NA
MYO16	MEP	xcell	NA
PPRC1	MEP	xcell	NA
WDR43	MEP	xcell	NA
